Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,623989,918,0.001473,2.521,1.0,0.003713
Addison,36777,36,0.001006,2.4251,1.0,0.00244
Bennington,35470,157,0.004454,2.838,1.0,0.012642
Caledonia,29993,25,0.000867,2.4225,2.0,0.0042
Chittenden,163774,193,0.001185,2.4251,1.0,0.002873
Essex,6163,13,0.002272,2.7637,1.4444,0.009068
Franklin,49402,85,0.001741,2.7131,1.8478,0.008727
Grand Isle,7235,2,0.000415,2.3015,1.0,0.000954
Lamoille,25362,18,0.000749,2.5563,1.0,0.001915
Orange,28892,22,0.000796,2.517,1.4667,0.002939
Orleans,27037,12,0.000481,2.3466,1.0,0.001128
Rutland,58191,132,0.002286,2.603,1.5172,0.009027
Washington,58409,110,0.0019,2.5631,1.375,0.006697
Windham,42222,44,0.001066,2.4857,1.0,0.002649
Windsor,55062,68,0.001253,2.564,1.0,0.003213
