Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,3205958,9944,0.003102,3.1938,1.0,0.009907
Bear River,186818,543,0.002912,3.1938,1.0,0.0093
Central Utah,81954,223,0.002733,3.1938,1.0,0.008729
Southeast Utah,40229,90,0.002262,3.1938,1.0,0.007224
Southwest Utah,252042,908,0.003607,3.1938,1.0,0.011519
TriCounty,56622,139,0.002473,3.1938,1.2411,0.0098
Weber-Morgan,272337,707,0.0026,3.1938,1.0,0.008303
Davis,355481,1092,0.003075,3.256,1.0,0.010011
Salt Lake,1160437,3335,0.002875,3.0989,1.0,0.008909
San Juan,15308,21,0.001437,3.2825,1.0,0.004717
Summit,42145,166,0.003963,3.049,1.0,0.012082
Tooele,72259,183,0.002546,3.2167,1.0,0.008191
Utah,636235,2341,0.003681,3.2921,1.0,0.012118
Wasatch,34091,154,0.004547,3.5203,1.0,0.016006
