Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,6892503,22735,0.003299,2.6562,1.0,0.008762
Dukes and Nantucket,28731,84,0.002958,2.6562,1.0,0.007858
Barnstable,212990,495,0.002329,2.745,1.0,0.006393
Berkshire,124944,190,0.001529,2.4901,1.0,0.003807
Bristol,565217,2304,0.004078,2.8703,1.0,0.011705
Essex,789034,2494,0.003162,2.7644,1.0,0.008741
Franklin,70180,86,0.00124,2.3822,1.0,0.002953
Hampden,466372,1908,0.004093,2.8851,1.0,0.01181
Hampshire,160830,337,0.002102,2.4582,1.0,0.005166
Middlesex,1611699,3917,0.002431,2.5573,1.0,0.006217
Norfolk,706775,2228,0.003154,2.6644,1.0,0.008403
Plymouth,521202,1842,0.003536,2.7977,1.0,0.009893
Suffolk,803907,2606,0.003243,2.5582,1.0,0.008296
Worcester,830622,2475,0.002981,2.6861,1.0,0.008007
