Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,3080156,7249,0.002354,3.2997,1.0,0.007767
Churchill,24909,44,0.001807,2.9758,1.0,0.005376
Clark,2266715,5851,0.002582,3.3195,1.0,0.00857
Douglas,48905,41,0.000859,2.8839,1.0,0.002477
Elko,52778,59,0.001137,3.335,1.0,0.003791
Esmeralda,873,0,0.001145,3.4711,1.0,0.003976
Eureka,2029,0,0.000493,3.0402,1.0,0.001498
Humboldt,16831,76,0.004575,2.6963,1.0,0.012335
Lander,5532,5,0.001085,2.879,1.0,0.003123
Lincoln,5183,4,0.000965,3.6065,1.0,0.003479
Lyon,57510,57,0.001009,3.0091,1.0,0.003035
Mineral,4505,32,0.007325,3.3583,2.0,0.0492
Nye,46523,106,0.0023,3.2693,1.0,0.007519
Pershing,6725,41,0.006245,3.2439,2.0,0.040519
Storey,4123,1,0.000485,2.9494,1.0,0.001431
Washoe,471519,840,0.001784,3.1695,1.0,0.005653
White Pine,9580,23,0.002505,3.3178,1.0,0.008312
Carson City,55916,69,0.001252,3.0219,1.0,0.003783
